num,country,description,designation,points,price,province,region1,region2,variety,winery
4146,Italy,"Crisp and linear, this offers delicate aromas of Spanish broom and orchard fruit. The vibrant palate offers fresh green apple and juicy citrus while energizing mineral backs up the fresh, flinty finish.",Bianco,89,28.0,Sicily & Sardinia,Etna,,Carricante,Tornatore
4147,US,"This is a fully oaken, reserve-level wine with decadent yellow wax that's concentrated and ripe on the palate in toffee, vanilla and baked apple pie. Robust, it drinks decadently.",Reserve,89,47.0,California,Napa Valley,Napa,Chardonnay,V. Sattui
4148,US,"This spent 18 months in French oak and three years in bottle, ahead of an April 2016 release. Light and elegant, it carries a whiff and taste of leather, with earthy, slightly grainy tannins. With air, the strawberry fruit gains some flesh. Decant it and drink now through 2018.",Barrel Select,89,80.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Vidon Vineyard
4149,France,"This is a fruity wine with lively acidity and a brisk, zingy character. Freshness shoots through the wine, making it lively with hints of yellow fruits. The aftertaste is crisp and ripe.",Premier Cru,89,36.0,Burgundy,Montagny,,Chardonnay,Chanson Père et Fils
4150,US,"This is quite a funky, gamey blend of 33% Grenache, 33% Syrah, 30% Mourvèdre and 4% Alicante Bouschet, with beef carpaccio, concentrated plum and tobacco aromas. Dried beef, dried purple-flowers, asphalt, condensed black-pepper and deep balsamic-reduction flavors are laced through a charred palate.",Crux,89,54.0,California,Templeton Gap District,Central Coast,Rhône-style Red Blend,ONX
4151,US,"A grippy, densely concentrated and full-bodied wine, which will benefit from vigorous swirling or cellaring, there are hints of black fruit, leather saddle and cedar at its edges, waiting to grow wings. Drink now through 2023.",,89,60.0,California,Napa Valley,Napa,Cabernet Franc,Peju
4152,US,"It's a subtle and light wine, yet it captures the elegantly refined gravitas of the grape. Suggestions of root beer and cola wrap around strawberry fruit. There's a hint of dill and an impression of clean earth. Decant this and it greatly improves.",La Paloma,89,35.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Durant
4153,Italy,"Alluring aromas of citrus, white flower and a whiff of tropical fruit come together on this. The racy palate offers lemon zest, mango, sage, saline and an almond note alongside vibrant acidity.",,89,10.0,Sicily & Sardinia,Sicilia,,Grillo,Stemmari
4154,France,"This soft, rounded wine has attractive ripe white-stone-fruit flavor. It also has a rich, spicy side, with light hints of wood that give it a mellow character. The wine is developing well and will be ready from 2017.",Domaine Adélie Les Champs-Michaux,89,36.0,Burgundy,Mercurey,,Chardonnay,Albert Bichot
4155,France,"Soft apple notes on nose and palate make for a subtle, soft but fresh wine. The fruitiness is there but not in the foreground, just coloring this friendly, lightly textured wine with flavor. Drink soon; it will be at its best with equally subtle food or soft cheeses.",,89,16.0,Alsace,Alsace,,Pinot Blanc,Allimant-Laugner
4156,Italy,"This is delicately scented with whispers of yellow flower, spring blossom and woodland berry. The lively palate delivers crushed strawberry, nectarine, juicy cherry and fennel while a mineral vein energizes the finish.",,89,,Sicily & Sardinia,Etna,,Rosato,Barone di Villagrande
4157,Germany,Austere notes of crushed minerals on the nose belie the punch of peach and melon that await in the palate of this off-dry Riesling. It's a spry but penetrating fruity wine balanced by zesty acidity and a floral touch that lingers on the finish. Drink now through 2020.,Wehlener Sonnenuhr Kabinett Feinherb,89,22.0,Mosel,,,Riesling,Max Ferd. Richter
4158,US,"Napoleon's secret was that he liked Syrah in his Bordeaux blends, so this mix of 46% Cabernet Sauvignon, 23% Syrah, 13% Cabernet Franc, 12% Merlot, 4% Malbec and 2% Petit Verdot shows why, offering fresh and vibrant aromas of blueberry and licorice candy. Bright blackberry preserves pop on the palate as does fudge in this easy-drinking wine.",Napoleon's Secret,89,30.0,California,Santa Ynez Valley,Central Coast,Red Blend,McKinney
4159,US,"This reserve-level cuvée spent eight months in 55% new French oak, and can benefit from additional bottle age. Tightly wound flavors of red berries and red licorice carry a hint of watery chocolate. But there isn't the expected depth or power here, given its place in the winery's Pinot Noir hierarchy.",Domaine Danielle Laurent,89,55.0,Oregon,Willamette Valley,,Pinot Noir,Soléna
4160,Italy,"Made entirely with Nerello Cappuccio, this reveals aromas of raspberry compote, tilled earth, ripe berry and grilled herb. The juicy palate delivers fleshy black cherry, licorice, white pepper and a hint of sage alongside bright acidity and smooth tannins. It's already accessible. Drink through 2019.",Laeneo,89,25.0,Sicily & Sardinia,Sicilia,,Nerello Cappuccio,Tenuta di Fessina
4161,Italy,"Made with Nero d'Avola and Perricone, this offers alluring aromas of red berry, spice and a floral note. The bright, immediate palate offers succulent wild cherry, crushed raspberry nectarine zest and a hint of baking spice alongside zesty acidity that leads to a crisp, clean finish.",,89,,Sicily & Sardinia,Terre Siciliane,,Rosato,Tenuta Rapitalà
4162,France,"Lively and fragrant notes of ripe pear and red apple are immensely appetizing, while the palate is edged with its very own spiciness. The totally moreish ripe-apple freshness pervades and illuminates everything and echoes long. Drink soon while aromas are at their peak.",Plaisir Fruité,89,14.0,Alsace,Alsace,,Pinot Blanc,Ruhlmann
4163,Italy,"Delicately scented, this offers aromas of honeysuckle, citrus blossom and pear while the round, juicy palate doles out white peach, mature apple and Mediterranean herb. A hint of almond closes the clean, lingering finish.",,89,16.0,Southern Italy,Falanghina del Beneventano,,Falanghina,Villa Raiano
4164,Italy,"Fermented and aged in acacia barrels, this deeply colored white has aromas of candied citrus, mature apple, toast and honey. The honeyed note carries over to the evolved palate along with yellow apple skin, coffee, dried herb and a hint of smoke. A walnut note marks the finish.",More Maiorum,89,17.0,Southern Italy,Fiano di Avellino,,Fiano,Mastroberardino
4165,US,"A blend of red fruit and dark spice shows on the nose of this wine, with dried strawberry and red cherry running into licorice, purple flowers and black slate. The flavors are broad with cherry candy notes, boosted by a boisterous pepper spice, and settling into a decently tart finish.",Bailey,89,38.0,California,Adelaida District,Central Coast,Zinfandel,Peachy Canyon
4166,US,"This wine has an attractive cedary, floral aroma, rich fruit accents and a suave streak of new-oak flavor that adds spice and an extra dimension of mouthfeel. It is full-bodied, saturated with fine tannins and has a bold personality.",,89,20.0,California,Shenandoah Valley (CA),Sierra Foothills,Tempranillo,Los Portales
4167,US,"Lively nutty and citrus aromas meet apple and lime flavors in this full-bodied and mouth-watering wine. It has fresh acidity to counter a fairly rich texture, and the resulting balance reinforces the bright flavors.",,89,16.0,California,El Dorado,Sierra Foothills,Sauvignon Blanc,Boeger
4168,Spain,"Very familiar Rioja aromas of cherry, plum and prune scream Tempranillo. This is wiry in feel, with tight, hammering acidity. Berry and black-cherry flavors finish on a subtle note of chocolate along with a final shot of juicy, sharp acidity.",Reserva,89,23.0,Northern Spain,Rioja,,Tempranillo,Dios Ares
4169,US,"Made from organic grapes, this well-proportioned wine has light oak aromas, classic cherry and black plum flavors, and touches of black olive and herbs. There is something mouthwatering about the firm tannins and acidity, and these will help it pair well with food.",,89,14.0,California,Mendocino County,Mendocino/Lake Counties,Cabernet Sauvignon,Girasole
4170,US,"Inman has not offered much Chardonnay before, but this one is highly distinctive, light as a feather, floral, crisp and citrusy, basking in Chablis-like, wet stone minerality. Those looking for butter and oak should travel elsewhere; at a preposterously unheard of 11.6% alcohol, this wine offers silky, subtle intrigue.",,90,35.0,California,Russian River Valley,Sonoma,Chardonnay,Inman Family
4171,France,"Ripe yellow fruits and fragrant acidity dominate this bright, fruity wine. It has a light touch of minerality and a tight steely texture that is full of zest, giving a layered structure of fruit and acidity. The wine, one of the Kuentz-Bas biodynamic range, should age, so drink from 2016.",Trois Châteaux,90,32.0,Alsace,Alsace,,Riesling,Kuentz-Bas
4172,Chile,"Fresh tomato, plum, herb and spice aromas are authentic. A medium bodied palate is lifted and elegant. Flavors of woody spice, light herb, raspberry and red plum finish racy, with hints of cocoa and white pepper. Among Chilean Pinot Noirs, this is at the top of its field.",Marea,90,25.0,Leyda Valley,,,Pinot Noir,Luis Felipe Edwards
4173,US,"From a myriad of wonderful vineyards, this vibrant wine offers an incredible deal at the price, with a lively bouquet of fennel, apple and pear. Chalky in texture with delicious acidity, it has baking spices popping up on balanced finish.",,90,30.0,California,Russian River Valley,Sonoma,Chardonnay,Lynmar
4174,US,"Notes of violet, preserved plums and cherries persist throughout this lush, concentrated Pinot Noir. It's medium-bodied in style, with crisp acidity, yet the palate seems to build in richness and body. The finish brings elegant, fine-grained tannins.",,90,24.0,New York,Finger Lakes,Finger Lakes,Pinot Noir,Billsboro
4175,US,"Made cryogenically, this sweet late harvest-style wine—which clocks in at 165 g/L residual sugar—delivers a lot of decadent flavor. Honey and tea—unctuous and peachy—coat the tongue while remaining on the right side of cloying. Streaks of vanilla and butter cookie come into play as well.",Ice,90,13.0,Washington,Yakima Valley,Columbia Valley,Riesling,Frost Bitten
4176,US,"Named after winemaker David Corey's son, this 74% Cabernet Sauvignon, 19% Cabernet Franc, 4% Petit Verdot and 3% Merlot begins with nose-tickling scents of berry syrup and smoked cigars. The maduro cigar flavor consumes the palate, with black cherry fruit and smooth tannins. It can stand up to a fat stogie or gamy meats like lamb.",Cuvée Nolan Santa Barbara Highlands,90,42.0,California,Santa Barbara County,Central Coast,Bordeaux-style Red Blend,Kuyam
4177,US,"Layers of mushroom, savory spice, and earth lend depth and complexity to luscious red raspberry and cherry flavors in this complex, standout Cabernet Franc. Tart cranberry cuts through the supple and silky palate, leading to a cool, mineral finish.",,90,16.0,New York,Finger Lakes,Finger Lakes,Cabernet Franc,Heron Hill
4178,US,"Touches of sage and tarragon breathe freshness into succulent red cherry and berry aromas on this rich, full-bodied Cabernet Franc. The palate shows off pure, pristine red fruit, jolted by a shock of cranberry acidity and a lingering wet-granite finish.",Estate Bottled Unoaked T23,90,20.0,New York,Finger Lakes,Finger Lakes,Cabernet Franc,Lamoreaux Landing
4179,US,"This is a barrel-aged, punch-in-the-face blend of 62% Grenache and 38% Mourvèdre from Santa Maria-based winemaker Dave Corey, who sources most of his fruit from the Cuyama Valley. Its cherry syrup nose dives into a thick, juicy palate, heavily spiced with tobacco, laden with chalky tannins and ending with vanilla.",Elevation Sensation Alta Mesa Vineyard,90,35.0,California,Santa Barbara County,Central Coast,Rhône-style Red Blend,Core Winery
4180,US,"Of all the 2012 releases from Mannina, this is the most dense, dark and substantial. Cassis and black cherry fruit is set against a stiff streak of char and coffee, backed with firm, ripe tannins. The length and balance are just right for ripe fruit from young vines.",,90,30.0,Washington,Walla Walla Valley (WA),Columbia Valley,Cabernet Sauvignon,Mannina Cellars
4181,US,"This blend of 50% Cabernet Sauvignon, 21% Merlot, 19% Cab Franc and 10% Petit Verdot is sourced from the Hedges, Stillwater, and Conner Lee vineyards. At first soft and smooth, it morphs into a textural wine with a mouthful of purple and black fruits—from blackberry on through cassis. Streaks of smoke, graphite and espresso highlight the finish.",Jammin',90,20.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Elevation Cellars
